"Plot Title: 21044178"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 21044178, SEN S/N: 21044178)","Intensity, Lux (LGR S/N: 21044178, SEN S/N: 21044178)","Coupler Attached (LGR S/N: 21044178)","Host Connected (LGR S/N: 21044178)","Stopped (LGR S/N: 21044178)","End Of File (LGR S/N: 21044178)"
1,09/17/21 09:45:00 AM,26.977,10.8,,,,
2,09/17/21 10:00:00 AM,25.708,527.4,,,,
3,09/17/21 10:15:00 AM,25.513,473.6,,,,
4,09/17/21 10:30:00 AM,25.805,516.7,,,,
5,09/17/21 10:45:00 AM,25.319,473.6,,,,
6,09/17/21 11:00:00 AM,24.545,602.8,,,,
7,09/17/21 11:15:00 AM,24.255,581.3,,,,
8,09/17/21 11:30:00 AM,24.158,581.3,,,,
9,09/17/21 11:45:00 AM,24.545,559.7,,,,
10,09/17/21 12:00:00 PM,24.738,538.2,,,,
11,09/17/21 12:15:00 PM,25.028,495.1,,,,
12,09/17/21 12:30:00 PM,25.416,452.1,,,,
13,09/17/21 12:45:00 PM,25.708,258.3,,,,
14,09/17/21 01:00:00 PM,26.000,43.1,,,,
15,09/17/21 01:15:00 PM,26.097,43.1,,,,
16,09/17/21 01:30:00 PM,26.195,43.1,,,,
17,09/17/21 01:45:00 PM,27.567,43.1,,,,
18,09/17/21 02:00:00 PM,29.152,32.3,,,,
19,09/17/21 02:15:00 PM,29.452,21.5,,,,
20,09/17/21 02:30:00 PM,28.655,21.5,,,,
21,09/17/21 02:45:00 PM,27.961,32.3,,,,
22,09/17/21 03:00:00 PM,27.764,32.3,,,,
23,09/17/21 03:15:00 PM,27.862,32.3,,,,
24,09/17/21 03:30:00 PM,27.862,21.5,,,,
25,09/17/21 03:45:00 PM,27.961,32.3,,,,
26,09/17/21 04:00:00 PM,27.862,21.5,,,,
27,09/17/21 04:15:00 PM,27.468,21.5,,,,
28,09/17/21 04:30:00 PM,26.781,21.5,,,,
29,09/17/21 04:45:00 PM,26.292,21.5,,,,
30,09/17/21 05:00:00 PM,26.292,32.3,,,,
31,09/17/21 05:15:00 PM,26.097,32.3,,,,
32,09/17/21 05:30:00 PM,25.513,32.3,,,,
33,09/17/21 05:45:00 PM,25.416,32.3,,,,
34,09/17/21 06:00:00 PM,25.319,32.3,,,,
35,09/17/21 06:15:00 PM,24.835,32.3,,,,
36,09/17/21 06:30:00 PM,24.448,32.3,,,,
37,09/17/21 06:45:00 PM,24.255,32.3,,,,
38,09/17/21 07:00:00 PM,23.966,43.1,,,,
39,09/17/21 07:15:00 PM,23.581,43.1,,,,
40,09/17/21 07:30:00 PM,23.292,43.1,,,,
41,09/17/21 07:45:00 PM,23.100,43.1,,,,
42,09/17/21 08:00:00 PM,23.004,43.1,,,,
43,09/17/21 08:15:00 PM,22.908,43.1,,,,
44,09/17/21 08:30:00 PM,22.621,43.1,,,,
45,09/17/21 08:45:00 PM,22.525,43.1,,,,
46,09/17/21 09:00:00 PM,22.333,43.1,,,,
47,09/17/21 09:15:00 PM,22.238,43.1,,,,
48,09/17/21 09:30:00 PM,22.046,43.1,,,,
49,09/17/21 09:45:00 PM,21.951,43.1,,,,
50,09/17/21 10:00:00 PM,21.855,43.1,,,,
