"Plot Title: 20821659"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 20821659, SEN S/N: 20821659, LBL: TEMP)","Intensity, Lux (LGR S/N: 20821659, SEN S/N: 20821659, LBL: LUX)","Coupler Attached (LGR S/N: 20821659)","Host Connected (LGR S/N: 20821659)","Stopped (LGR S/N: 20821659)","End Of File (LGR S/N: 20821659)"
276,09/30/21 06:30:00 AM,19.662,0.0,,,,
277,09/30/21 06:45:00 AM,19.662,0.0,,,,
278,09/30/21 07:00:00 AM,19.567,0.0,,,,
279,09/30/21 07:15:00 AM,19.567,0.0,,,,
280,09/30/21 07:30:00 AM,19.567,0.0,,,,
281,09/30/21 07:45:00 AM,19.567,0.0,,,,
282,09/30/21 08:00:00 AM,19.662,0.0,,,,
283,09/30/21 08:15:00 AM,19.758,0.0,,,,
284,09/30/21 08:30:00 AM,19.853,0.0,,,,
285,09/30/21 08:45:00 AM,20.138,0.0,,,,
286,09/30/21 09:00:00 AM,20.424,0.0,,,,
287,09/30/21 09:15:00 AM,20.710,139.9,,,,
288,09/30/21 09:30:00 AM,20.996,86.1,,,,
289,09/30/21 09:45:00 AM,21.091,0.0,,,,
290,09/30/21 10:00:00 AM,21.187,0.0,,,,
291,09/30/21 10:15:00 AM,20.996,0.0,,,,
292,09/30/21 10:30:00 AM,20.424,0.0,,,,
293,09/30/21 10:45:00 AM,19.092,0.0,,,,
294,09/30/21 11:00:00 AM,18.616,0.0,,,,
295,09/30/21 11:15:00 AM,18.521,0.0,,,,
296,09/30/21 11:30:00 AM,18.616,0.0,,,,
297,09/30/21 11:45:00 AM,18.806,0.0,,,,
298,09/30/21 12:00:00 PM,19.092,0.0,,,,
299,09/30/21 12:15:00 PM,19.377,0.0,,,,
300,09/30/21 12:30:00 PM,19.282,0.0,,,,
301,09/30/21 12:45:00 PM,19.187,0.0,,,,
302,09/30/21 01:00:00 PM,19.377,0.0,,,,
303,09/30/21 01:15:00 PM,19.853,0.0,,,,
304,09/30/21 01:30:00 PM,19.948,0.0,,,,
305,09/30/21 01:45:00 PM,19.758,0.0,,,,
306,09/30/21 02:00:00 PM,19.472,0.0,,,,
307,09/30/21 02:15:00 PM,18.806,0.0,,,,
308,09/30/21 02:30:00 PM,19.282,0.0,,,,
309,09/30/21 02:45:00 PM,19.853,0.0,,,,
310,09/30/21 03:00:00 PM,20.424,0.0,,,,
311,09/30/21 03:15:00 PM,20.805,0.0,,,,
312,09/30/21 03:30:00 PM,20.901,0.0,,,,
313,09/30/21 03:45:00 PM,20.996,0.0,,,,
314,09/30/21 04:00:00 PM,21.091,0.0,,,,
315,09/30/21 04:15:00 PM,20.996,0.0,,,,
316,09/30/21 04:30:00 PM,21.091,0.0,,,,
317,09/30/21 04:45:00 PM,21.187,0.0,,,,
318,09/30/21 05:00:00 PM,21.187,0.0,,,,
319,09/30/21 05:15:00 PM,21.187,0.0,,,,
320,09/30/21 05:30:00 PM,21.091,0.0,,,,
321,09/30/21 05:45:00 PM,20.996,0.0,,,,
322,09/30/21 06:00:00 PM,20.805,0.0,,,,
323,09/30/21 06:15:00 PM,20.519,0.0,,,,
324,09/30/21 06:30:00 PM,20.234,0.0,,,,
325,09/30/21 06:45:00 PM,19.948,0.0,,,,
326,09/30/21 07:00:00 PM,19.662,0.0,,,,
327,09/30/21 07:15:00 PM,19.282,0.0,,,,
328,09/30/21 07:30:00 PM,18.901,0.0,,,,
329,09/30/21 07:45:00 PM,18.711,0.0,,,,
330,09/30/21 08:00:00 PM,18.426,0.0,,,,
331,09/30/21 08:15:00 PM,18.236,0.0,,,,
332,09/30/21 08:30:00 PM,18.045,0.0,,,,
333,09/30/21 08:45:00 PM,17.950,0.0,,,,
334,09/30/21 09:00:00 PM,17.855,0.0,,,,
335,09/30/21 09:15:00 PM,17.665,0.0,,,,
336,09/30/21 09:30:00 PM,17.475,0.0,,,,
337,09/30/21 09:45:00 PM,17.284,0.0,,,,
338,09/30/21 10:00:00 PM,17.094,0.0,,,,
339,09/30/21 10:15:00 PM,16.903,0.0,,,,
340,09/30/21 10:30:00 PM,16.808,0.0,,,,
341,09/30/21 10:45:00 PM,16.713,0.0,,,,
342,09/30/21 11:00:00 PM,16.523,0.0,,,,
343,09/30/21 11:15:00 PM,16.332,0.0,,,,
344,09/30/21 11:30:00 PM,16.141,0.0,,,,
345,09/30/21 11:45:00 PM,16.046,0.0,,,,
346,10/01/21 12:00:00 AM,15.760,0.0,,,,
347,10/01/21 12:15:00 AM,15.664,0.0,,,,
348,10/01/21 12:30:00 AM,15.569,0.0,,,,
349,10/01/21 12:45:00 AM,15.473,0.0,,,,
350,10/01/21 01:00:00 AM,15.378,0.0,,,,
351,10/01/21 01:15:00 AM,15.187,0.0,,,,
352,10/01/21 01:30:00 AM,15.187,0.0,,,,
353,10/01/21 01:45:00 AM,15.282,0.0,,,,
354,10/01/21 02:00:00 AM,15.091,0.0,,,,
355,10/01/21 02:15:00 AM,14.996,0.0,,,,
356,10/01/21 02:30:00 AM,14.900,0.0,,,,
357,10/01/21 02:45:00 AM,14.709,0.0,,,,
358,10/01/21 03:00:00 AM,14.613,0.0,,,,
359,10/01/21 03:15:00 AM,14.421,0.0,,,,
360,10/01/21 03:30:00 AM,14.325,0.0,,,,
361,10/01/21 03:45:00 AM,14.134,0.0,,,,
362,10/01/21 04:00:00 AM,14.038,0.0,,,,
363,10/01/21 04:15:00 AM,13.846,0.0,,,,
364,10/01/21 04:30:00 AM,13.750,0.0,,,,
365,10/01/21 04:45:00 AM,13.654,1550.0,,,,
366,10/01/21 05:00:00 AM,13.461,1636.1,,,,
367,10/01/21 05:15:00 AM,13.365,1722.2,,,,
368,10/01/21 05:30:00 AM,13.269,1808.3,,,,
369,10/01/21 05:45:00 AM,13.173,1722.2,,,,
370,10/01/21 06:00:00 AM,13.076,0.0,,,,
371,10/01/21 06:15:00 AM,13.076,0.0,,,,
372,10/01/21 06:30:00 AM,13.269,0.0,,,,
373,10/01/21 06:45:00 AM,13.461,0.0,,,,
374,10/01/21 07:00:00 AM,13.750,0.0,,,,
375,10/01/21 07:15:00 AM,14.038,0.0,,,,
376,10/01/21 07:30:00 AM,14.325,0.0,,,,
377,10/01/21 07:45:00 AM,14.517,0.0,,,,
378,10/01/21 08:00:00 AM,14.804,0.0,,,,
379,10/01/21 08:15:00 AM,14.996,10.8,,,,
380,10/01/21 08:30:00 AM,15.378,10.8,,,,
381,10/01/21 08:45:00 AM,15.760,10.8,,,,
382,10/01/21 09:00:00 AM,15.951,10.8,,,,
383,10/01/21 09:15:00 AM,16.046,10.8,,,,
384,10/01/21 09:30:00 AM,16.332,10.8,,,,
385,10/01/21 09:45:00 AM,16.713,10.8,,,,
386,10/01/21 10:00:00 AM,16.999,10.8,,,,
387,10/01/21 10:15:00 AM,17.379,10.8,,,,
388,10/01/21 10:30:00 AM,17.665,10.8,,,,
389,10/01/21 10:45:00 AM,18.045,10.8,,,,
390,10/01/21 11:00:00 AM,18.331,10.8,,,,
391,10/01/21 11:15:00 AM,18.616,10.8,,,,
392,10/01/21 11:30:00 AM,19.092,10.8,,,,
393,10/01/21 11:45:00 AM,19.662,10.8,,,,
394,10/01/21 12:00:00 PM,20.424,10.8,,,,
395,10/01/21 12:15:00 PM,21.187,10.8,,,,
396,10/01/21 12:30:00 PM,21.282,10.8,,,,
397,10/01/21 12:45:00 PM,21.760,0.0,,,,
398,10/01/21 01:00:00 PM,21.951,0.0,,,,
399,10/01/21 01:15:00 PM,22.429,0.0,,,,
400,10/01/21 01:30:00 PM,22.429,0.0,,,,
401,10/01/21 01:45:00 PM,22.046,0.0,,,,
402,10/01/21 02:00:00 PM,21.760,0.0,,,,
403,10/01/21 02:15:00 PM,21.664,0.0,,,,
404,10/01/21 02:30:00 PM,21.569,0.0,,,,
405,10/01/21 02:45:00 PM,21.569,0.0,,,,
406,10/01/21 03:00:00 PM,21.473,0.0,,,,
407,10/01/21 03:15:00 PM,21.378,0.0,,,,
408,10/01/21 03:30:00 PM,21.378,0.0,,,,
409,10/01/21 03:45:00 PM,21.282,0.0,,,,
410,10/01/21 04:00:00 PM,21.282,0.0,,,,
411,10/01/21 04:15:00 PM,21.282,0.0,,,,
412,10/01/21 04:30:00 PM,21.091,0.0,,,,
413,10/01/21 04:45:00 PM,20.996,0.0,,,,
414,10/01/21 05:00:00 PM,20.901,0.0,,,,
415,10/01/21 05:15:00 PM,20.805,0.0,,,,
416,10/01/21 05:30:00 PM,20.805,0.0,,,,
417,10/01/21 05:45:00 PM,20.710,0.0,,,,
418,10/01/21 06:00:00 PM,20.615,0.0,,,,
419,10/01/21 06:15:00 PM,20.615,0.0,,,,
420,10/01/21 06:30:00 PM,20.519,0.0,,,,
421,10/01/21 06:45:00 PM,20.329,0.0,,,,
422,10/01/21 07:00:00 PM,19.948,0.0,,,,
423,10/01/21 07:15:00 PM,19.662,0.0,,,,
424,10/01/21 07:30:00 PM,19.282,0.0,,,,
425,10/01/21 07:45:00 PM,18.806,0.0,,,,
426,10/01/21 08:00:00 PM,18.426,0.0,,,,
427,10/01/21 08:15:00 PM,18.045,0.0,,,,
428,10/01/21 08:30:00 PM,17.760,0.0,,,,
429,10/01/21 08:45:00 PM,17.570,0.0,,,,
430,10/01/21 09:00:00 PM,17.379,0.0,,,,
431,10/01/21 09:15:00 PM,17.189,0.0,,,,
432,10/01/21 09:30:00 PM,16.999,0.0,,,,
433,10/01/21 09:45:00 PM,16.903,0.0,,,,
434,10/01/21 10:00:00 PM,16.713,0.0,,,,
435,10/01/21 10:15:00 PM,16.618,0.0,,,,
436,10/01/21 10:30:00 PM,16.618,0.0,,,,
437,10/01/21 10:45:00 PM,16.618,0.0,,,,
438,10/01/21 11:00:00 PM,16.427,0.0,,,,
439,10/01/21 11:15:00 PM,16.237,0.0,,,,
440,10/01/21 11:30:00 PM,16.046,0.0,,,,
441,10/01/21 11:45:00 PM,15.855,0.0,,,,
442,10/02/21 12:00:00 AM,15.664,0.0,,,,
443,10/02/21 12:15:00 AM,15.473,0.0,,,,
444,10/02/21 12:30:00 AM,15.378,0.0,,,,
445,10/02/21 12:45:00 AM,15.378,0.0,,,,
446,10/02/21 01:00:00 AM,15.378,0.0,,,,
447,10/02/21 01:15:00 AM,15.378,0.0,,,,
448,10/02/21 01:30:00 AM,15.378,0.0,,,,
449,10/02/21 01:45:00 AM,15.187,0.0,,,,
450,10/02/21 02:00:00 AM,15.187,0.0,,,,
451,10/02/21 02:15:00 AM,15.282,0.0,,,,
452,10/02/21 02:30:00 AM,15.378,0.0,,,,
453,10/02/21 02:45:00 AM,15.473,0.0,,,,
454,10/02/21 03:00:00 AM,15.569,0.0,,,,
455,10/02/21 03:15:00 AM,15.473,0.0,,,,
456,10/02/21 03:30:00 AM,15.378,0.0,,,,
457,10/02/21 03:45:00 AM,15.282,0.0,,,,
458,10/02/21 04:00:00 AM,15.091,0.0,,,,
459,10/02/21 04:15:00 AM,14.900,0.0,,,,
460,10/02/21 04:30:00 AM,14.804,0.0,,,,
461,10/02/21 04:45:00 AM,14.613,0.0,,,,
462,10/02/21 05:00:00 AM,14.517,0.0,,,,
463,10/02/21 05:15:00 AM,14.421,0.0,,,,
464,10/02/21 05:30:00 AM,14.421,0.0,,,,
465,10/02/21 05:45:00 AM,14.421,0.0,,,,
466,10/02/21 06:00:00 AM,14.517,0.0,,,,
467,10/02/21 06:15:00 AM,14.517,0.0,,,,
468,10/02/21 06:30:00 AM,14.613,0.0,,,,
469,10/02/21 06:45:00 AM,14.709,0.0,,,,
