"Plot Title: 20946489"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 20946489, SEN S/N: 20946489)","Intensity, Lux (LGR S/N: 20946489, SEN S/N: 20946489)","Coupler Attached (LGR S/N: 20946489)","Host Connected (LGR S/N: 20946489)","Stopped (LGR S/N: 20946489)","End Of File (LGR S/N: 20946489)"
1,09/27/21 10:30:00 AM,31.166,0.0,,,,
2,09/27/21 10:45:00 AM,33.743,0.0,,,,
3,09/27/21 11:00:00 AM,34.903,0.0,,,,
4,09/27/21 11:15:00 AM,35.435,0.0,,,,
5,09/27/21 11:30:00 AM,35.435,0.0,,,,
6,09/27/21 11:45:00 AM,33.639,0.0,,,,
7,09/27/21 12:00:00 PM,32.188,0.0,,,,
8,09/27/21 12:15:00 PM,31.574,0.0,,,,
9,09/27/21 12:30:00 PM,31.880,0.0,,,,
10,09/27/21 12:45:00 PM,31.778,0.0,,,,
11,09/27/21 01:00:00 PM,31.778,0.0,,,,
12,09/27/21 01:15:00 PM,31.574,0.0,,,,
13,09/27/21 01:30:00 PM,32.086,0.0,,,,
14,09/27/21 01:45:00 PM,32.086,0.0,,,,
15,09/27/21 02:00:00 PM,32.086,0.0,,,,
16,09/27/21 02:15:00 PM,32.600,0.0,,,,
17,09/27/21 02:30:00 PM,32.600,0.0,,,,
18,09/27/21 02:45:00 PM,33.118,0.0,,,,
19,09/27/21 03:00:00 PM,33.014,0.0,,,,
20,09/27/21 03:15:00 PM,32.704,0.0,,,,
21,09/27/21 03:30:00 PM,33.535,0.0,,,,
22,09/27/21 03:45:00 PM,33.326,0.0,,,,
23,09/27/21 04:00:00 PM,35.009,0.0,,,,
24,09/27/21 04:15:00 PM,38.157,0.0,,,,
25,09/27/21 04:30:00 PM,39.615,0.0,,,,
26,09/27/21 04:45:00 PM,37.494,0.0,,,,
27,09/27/21 05:00:00 PM,34.796,0.0,,,,
28,09/27/21 05:15:00 PM,33.430,0.0,,,,
29,09/27/21 05:30:00 PM,32.600,0.0,,,,
30,09/27/21 05:45:00 PM,31.880,0.0,,,,
31,09/27/21 06:00:00 PM,31.268,0.0,,,,
32,09/27/21 06:15:00 PM,30.862,0.0,,,,
33,09/27/21 06:30:00 PM,30.154,0.0,,,,
34,09/27/21 06:45:00 PM,29.152,0.0,,,,
35,09/27/21 07:00:00 PM,27.665,0.0,,,,
36,09/27/21 07:15:00 PM,26.195,0.0,,,,
37,09/27/21 07:30:00 PM,24.738,0.0,,,,
38,09/27/21 07:45:00 PM,23.677,0.0,,,,
39,09/27/21 08:00:00 PM,22.908,0.0,,,,
40,09/27/21 08:15:00 PM,22.333,0.0,,,,
41,09/27/21 08:30:00 PM,21.855,0.0,,,,
42,09/27/21 08:45:00 PM,21.569,0.0,,,,
43,09/27/21 09:00:00 PM,21.282,0.0,,,,
44,09/27/21 09:15:00 PM,21.187,0.0,,,,
45,09/27/21 09:30:00 PM,21.760,0.0,,,,
46,09/27/21 09:45:00 PM,22.142,0.0,,,,
47,09/27/21 10:00:00 PM,22.525,0.0,,,,
48,09/27/21 10:15:00 PM,22.717,0.0,,,,
49,09/27/21 10:30:00 PM,22.621,0.0,,,,
50,09/27/21 10:45:00 PM,22.621,0.0,,,,
51,09/27/21 11:00:00 PM,22.525,0.0,,,,
52,09/27/21 11:15:00 PM,22.525,0.0,,,,
53,09/27/21 11:30:00 PM,22.429,0.0,,,,
54,09/27/21 11:45:00 PM,22.238,0.0,,,,
55,09/28/21 12:00:00 AM,22.142,0.0,,,,
56,09/28/21 12:15:00 AM,22.142,0.0,,,,
57,09/28/21 12:30:00 AM,22.142,0.0,,,,
58,09/28/21 12:45:00 AM,22.429,0.0,,,,
59,09/28/21 01:00:00 AM,22.717,0.0,,,,
60,09/28/21 01:15:00 AM,22.908,0.0,,,,
