"Plot Title: 21064691"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 21064691, SEN S/N: 21064691)","Intensity, Lux (LGR S/N: 21064691, SEN S/N: 21064691)","Coupler Attached (LGR S/N: 21064691)","Host Connected (LGR S/N: 21064691)","Stopped (LGR S/N: 21064691)","End Of File (LGR S/N: 21064691)"
1,09/02/21 09:30:00 AM,24.835,0.0,,,,
2,09/02/21 09:45:00 AM,26.488,0.0,,,,
3,09/02/21 10:00:00 AM,25.222,0.0,,,,
4,09/02/21 10:15:00 AM,24.738,0.0,,,,
5,09/02/21 10:30:00 AM,25.125,0.0,,,,
6,09/02/21 10:45:00 AM,26.000,0.0,,,,
7,09/02/21 11:00:00 AM,26.390,0.0,,,,
8,09/02/21 11:15:00 AM,26.879,0.0,,,,
9,09/02/21 11:30:00 AM,26.683,0.0,,,,
10,09/02/21 11:45:00 AM,26.585,0.0,,,,
11,09/02/21 12:00:00 PM,26.585,0.0,,,,
12,09/02/21 12:15:00 PM,26.585,0.0,,,,
13,09/02/21 12:30:00 PM,26.977,0.0,,,,
14,09/02/21 12:45:00 PM,27.370,0.0,,,,
15,09/02/21 01:00:00 PM,27.468,0.0,,,,
16,09/02/21 01:15:00 PM,27.567,0.0,,,,
17,09/02/21 01:30:00 PM,27.862,0.0,,,,
18,09/02/21 01:45:00 PM,28.357,0.0,,,,
19,09/02/21 02:00:00 PM,28.953,0.0,,,,
20,09/02/21 02:15:00 PM,33.430,0.0,,,,
21,09/02/21 02:30:00 PM,35.222,0.0,,,,
22,09/02/21 02:45:00 PM,32.086,0.0,,,,
23,09/02/21 03:00:00 PM,29.752,0.0,,,,
24,09/02/21 03:15:00 PM,28.456,0.0,,,,
25,09/02/21 03:30:00 PM,27.665,0.0,,,,
26,09/02/21 03:45:00 PM,27.272,0.0,,,,
27,09/02/21 04:00:00 PM,27.075,0.0,,,,
28,09/02/21 04:15:00 PM,26.977,0.0,,,,
29,09/02/21 04:30:00 PM,27.468,0.0,,,,
30,09/02/21 04:45:00 PM,28.655,0.0,,,,
31,09/02/21 05:00:00 PM,29.352,0.0,,,,
32,09/02/21 05:15:00 PM,29.152,0.0,,,,
33,09/02/21 05:30:00 PM,28.159,0.0,,,,
34,09/02/21 05:45:00 PM,27.665,0.0,,,,
35,09/02/21 06:00:00 PM,27.370,0.0,,,,
36,09/02/21 06:15:00 PM,26.977,0.0,,,,
37,09/02/21 06:30:00 PM,26.585,0.0,,,,
38,09/02/21 06:45:00 PM,26.390,0.0,,,,
39,09/02/21 07:00:00 PM,25.902,0.0,,,,
40,09/02/21 07:15:00 PM,25.319,0.0,,,,
41,09/02/21 07:30:00 PM,24.835,0.0,,,,
42,09/02/21 07:45:00 PM,24.545,0.0,,,,
43,09/02/21 08:00:00 PM,24.351,0.0,,,,
44,09/02/21 08:15:00 PM,24.255,0.0,,,,
45,09/02/21 08:30:00 PM,24.158,0.0,,,,
46,09/02/21 08:45:00 PM,24.062,0.0,,,,
47,09/02/21 09:00:00 PM,23.869,0.0,,,,
48,09/02/21 09:15:00 PM,23.484,0.0,,,,
49,09/02/21 09:30:00 PM,23.100,0.0,,,,
50,09/02/21 09:45:00 PM,23.292,0.0,,,,
51,09/02/21 10:00:00 PM,23.100,0.0,,,,
52,09/02/21 10:15:00 PM,23.196,0.0,,,,
