"Plot Title: 21044160"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 21044160, SEN S/N: 21044160)","Intensity, Lux (LGR S/N: 21044160, SEN S/N: 21044160)","Coupler Attached (LGR S/N: 21044160)","Stopped (LGR S/N: 21044160)","End Of File (LGR S/N: 21044160)"
1,09/15/21 12:30:00 PM,29.953,0.0,,,
2,09/15/21 12:45:00 PM,31.880,0.0,,,
3,09/15/21 01:00:00 PM,33.743,0.0,,,
4,09/15/21 01:15:00 PM,31.370,0.0,,,
5,09/15/21 01:30:00 PM,29.252,0.0,,,
6,09/15/21 01:45:00 PM,28.357,0.0,,,
7,09/15/21 02:00:00 PM,28.159,0.0,,,
8,09/15/21 02:15:00 PM,29.853,0.0,,,
9,09/15/21 02:30:00 PM,32.911,0.0,,,
10,09/15/21 02:45:00 PM,33.848,0.0,,,
11,09/15/21 03:00:00 PM,32.704,0.0,,,
12,09/15/21 03:15:00 PM,30.862,0.0,,,
13,09/15/21 03:30:00 PM,29.752,0.0,,,
14,09/15/21 03:45:00 PM,29.652,0.0,,,
15,09/15/21 04:00:00 PM,29.552,0.0,,,
16,09/15/21 04:15:00 PM,29.352,0.0,,,
17,09/15/21 04:30:00 PM,28.953,0.0,,,
18,09/15/21 04:45:00 PM,28.456,0.0,,,
19,09/15/21 05:00:00 PM,27.862,0.0,,,
20,09/15/21 05:15:00 PM,27.764,0.0,,,
21,09/15/21 05:30:00 PM,27.272,0.0,,,
22,09/15/21 05:45:00 PM,26.585,0.0,,,
23,09/15/21 06:00:00 PM,26.097,0.0,,,
24,09/15/21 06:15:00 PM,25.708,0.0,,,
25,09/15/21 06:30:00 PM,25.222,0.0,,,
26,09/15/21 06:45:00 PM,24.738,0.0,,,
27,09/15/21 07:00:00 PM,24.255,0.0,,,
28,09/15/21 07:15:00 PM,23.773,0.0,,,
29,09/15/21 07:30:00 PM,23.196,0.0,,,
30,09/15/21 07:45:00 PM,22.525,0.0,,,
31,09/15/21 08:00:00 PM,21.951,0.0,,,
32,09/15/21 08:15:00 PM,21.473,0.0,,,
33,09/15/21 08:30:00 PM,20.996,0.0,,,
34,09/15/21 08:45:00 PM,20.710,0.0,,,
35,09/15/21 09:00:00 PM,20.424,0.0,,,
36,09/15/21 09:15:00 PM,20.234,0.0,,,
37,09/15/21 09:30:00 PM,20.138,0.0,,,
38,09/15/21 09:45:00 PM,19.948,0.0,,,
39,09/15/21 10:00:00 PM,19.853,0.0,,,
40,09/15/21 10:15:00 PM,19.662,0.0,,,
41,09/15/21 10:30:00 PM,19.567,0.0,,,
42,09/15/21 10:45:00 PM,19.377,0.0,,,
43,09/15/21 11:00:00 PM,19.282,0.0,,,
