"Plot Title: 21064682"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 21064682, SEN S/N: 21064682)","Intensity, Lux (LGR S/N: 21064682, SEN S/N: 21064682)","End Of File (LGR S/N: 21064682)"
1,09/17/21 12:15:00 PM,28.357,137778.7,
2,09/17/21 12:30:00 PM,28.258,126756.4,
3,09/17/21 12:45:00 PM,28.754,126756.4,
4,09/17/21 01:00:00 PM,29.552,126756.4,
5,09/17/21 01:15:00 PM,30.356,126756.4,
6,09/17/21 01:30:00 PM,31.166,132267.5,
7,09/17/21 01:45:00 PM,31.983,132267.5,
8,09/17/21 02:00:00 PM,32.600,132267.5,
9,09/17/21 02:15:00 PM,33.326,132267.5,
10,09/17/21 02:30:00 PM,33.848,132267.5,
11,09/17/21 02:45:00 PM,34.163,132267.5,
12,09/17/21 03:00:00 PM,34.058,132267.5,
13,09/17/21 03:15:00 PM,33.953,132267.5,
14,09/17/21 03:30:00 PM,33.743,132267.5,
15,09/17/21 03:45:00 PM,33.430,132267.5,
16,09/17/21 04:00:00 PM,33.639,132267.5,
17,09/17/21 04:15:00 PM,33.430,132267.5,
18,09/17/21 04:30:00 PM,32.911,132267.5,
19,09/17/21 04:45:00 PM,32.188,126756.4,
20,09/17/21 05:00:00 PM,31.778,126756.4,
21,09/17/21 05:15:00 PM,31.166,126756.4,
22,09/17/21 05:30:00 PM,30.760,126756.4,
23,09/17/21 05:45:00 PM,30.356,126756.4,
24,09/17/21 06:00:00 PM,30.054,126756.4,
25,09/17/21 06:15:00 PM,29.652,126756.4,
26,09/17/21 06:30:00 PM,29.252,121245.2,
27,09/17/21 06:45:00 PM,28.853,121245.2,
28,09/17/21 07:00:00 PM,28.357,121245.2,
29,09/17/21 07:15:00 PM,27.961,121245.2,
30,09/17/21 07:30:00 PM,27.567,121245.2,
31,09/17/21 07:45:00 PM,27.173,121245.2,
32,09/17/21 08:00:00 PM,26.977,121245.2,
33,09/17/21 08:15:00 PM,26.683,121245.2,
34,09/17/21 08:30:00 PM,26.390,121245.2,
35,09/17/21 08:45:00 PM,26.097,121245.2,
36,09/17/21 09:00:00 PM,25.805,121245.2,
37,09/17/21 09:15:00 PM,25.513,121245.2,
38,09/17/21 09:30:00 PM,25.222,115734.1,
39,09/17/21 09:45:00 PM,24.835,115734.1,
40,09/17/21 10:00:00 PM,24.641,115734.1,
41,09/17/21 10:15:00 PM,24.351,115734.1,
42,09/17/21 10:30:00 PM,24.158,115734.1,
43,09/17/21 10:45:00 PM,23.966,115734.1,
44,09/17/21 11:00:00 PM,23.773,115734.1,
45,09/17/21 11:15:00 PM,23.581,115734.1,
46,09/17/21 11:30:00 PM,23.484,115734.1,
47,09/17/21 11:45:00 PM,23.292,115734.1,
48,09/18/21 12:00:00 AM,23.100,115734.1,
49,09/18/21 12:15:00 AM,22.908,115734.1,
50,09/18/21 12:30:00 AM,22.812,115734.1,
51,09/18/21 12:45:00 AM,22.717,115734.1,
52,09/18/21 01:00:00 AM,22.525,115734.1,
53,09/18/21 01:15:00 AM,22.333,115734.1,
54,09/18/21 01:30:00 AM,22.238,115734.1,
55,09/18/21 01:45:00 AM,22.046,115734.1,
56,09/18/21 02:00:00 AM,21.855,115734.1,
57,09/18/21 02:15:00 AM,21.664,115734.1,
58,09/18/21 02:30:00 AM,21.569,115734.1,
59,09/18/21 02:45:00 AM,21.473,115734.1,
60,09/18/21 03:00:00 AM,21.378,115734.1,
61,09/18/21 03:15:00 AM,21.282,115734.1,
62,09/18/21 03:30:00 AM,21.091,110223.0,
63,09/18/21 03:45:00 AM,20.901,110223.0,
64,09/18/21 04:00:00 AM,20.710,110223.0,
65,09/18/21 04:15:00 AM,20.615,110223.0,
66,09/18/21 04:30:00 AM,20.519,110223.0,
67,09/18/21 04:45:00 AM,20.329,110223.0,
68,09/18/21 05:00:00 AM,20.234,110223.0,
69,09/18/21 05:15:00 AM,20.138,110223.0,
70,09/18/21 05:30:00 AM,19.948,110223.0,
71,09/18/21 05:45:00 AM,19.853,110223.0,
72,09/18/21 06:00:00 AM,19.758,110223.0,
73,09/18/21 06:15:00 AM,19.567,110223.0,
74,09/18/21 06:30:00 AM,19.472,110223.0,
75,09/18/21 06:45:00 AM,19.472,110223.0,
76,09/18/21 07:00:00 AM,19.472,110223.0,
77,09/18/21 07:15:00 AM,19.187,110223.0,
78,09/18/21 07:30:00 AM,19.092,110223.0,
79,09/18/21 07:45:00 AM,19.092,110223.0,
80,09/18/21 08:00:00 AM,19.092,110223.0,
81,09/18/21 08:15:00 AM,19.092,110223.0,
82,09/18/21 08:30:00 AM,19.092,110223.0,
83,09/18/21 08:45:00 AM,19.187,110223.0,
84,09/18/21 09:00:00 AM,19.282,110223.0,
85,09/18/21 09:15:00 AM,19.282,110223.0,
86,09/18/21 09:30:00 AM,19.377,110223.0,
87,09/18/21 09:45:00 AM,19.472,110223.0,
88,09/18/21 10:00:00 AM,19.662,110223.0,
89,09/18/21 10:15:00 AM,19.853,115734.1,
